Date,Close.tbill,Close.sp500,Close.msft,Close.ge,Close.ford
2-Nov-93,0.00012332,-0.001406949,-0.007936508,-0.004464286,0.018382353
3-Nov-93,0.000121739,-0.011570319,-0.02,-0.007473842,-0.008423586
4-Nov-93,0.000121344,-0.011943329,-0.028571429,-0.027108434,-0.031553398
5-Nov-93,0.000121344,0.004546547,0.029411765,0.004643963,-0.005012531
8-Nov-93,0.000120949,0.001392606,0,-0.004622496,0.010075567
9-Nov-93,0.000122925,0.000260751,-0.004081633,0.007739938,-0.009975062
10-Nov-93,0.000122925,0.007364282,0.036885246,0.001536098,0.013853904
12-Nov-93,0.000122925,0.003601311,0.007905138,-0.007668712,0.002484472
15-Nov-93,0.000122925,-0.003523926,-0.015686275,0.004636785,0.003717472
16-Nov-93,0.000122134,0.006447439,0.019920319,0.023076923,0
17-Nov-93,0.000122134,-0.004135064,-0.015625,0.001503759,-0.003703704
18-Nov-93,0.00012253,-0.002560186,-0.007936508,0.009009009,0.009913259
19-Nov-93,0.000122925,-0.002200078,0,0.007440476,-0.012269939
22-Nov-93,0.00012332,-0.007501081,-0.04,0,-0.034782609
23-Nov-93,0.000122925,0.004138261,0.004166667,0.00295421,0
24-Nov-93,0.000122925,0.002884845,0.01659751,-0.00736377,0.023166023
26-Nov-93,0.00012253,0.001513972,0.004081633,0.007418398,0.003773585
29-Nov-93,0.000122925,-0.002505075,0.008130081,-0.005891016,0.00877193
30-Nov-93,0.000124111,-0.000238147,0.004032258,0.004444444,-0.016149068
1-Dec-93,0.000122925,0.000216549,0.020080321,0.002949853,0.03030303
2-Dec-93,0.000122925,0.002641322,0.015748031,0.013235294,-0.006127451
3-Dec-93,0.000122925,0.003843579,0.034883721,0.001451379,0.014796547
6-Dec-93,0.000122134,0.003312612,-0.011235955,0.002898551,-0.0036452
7-Dec-93,0.000121739,0.000707502,0.007575758,-0.005780347,0.007317073
8-Dec-93,0.000121739,-0.001006941,-0.022556391,0.005813953,-0.002421308
9-Dec-93,0.000120553,-0.004525081,-0.026923077,0.005780347,0.004854369
10-Dec-93,0.000120553,-0.000538584,0.007905138,0.005747126,0.013285024
13-Dec-93,0.000120158,0.003815231,-0.007843137,-0.005714286,0.005959476
14-Dec-93,0.000120158,-0.005668886,-0.015810277,0.014367816,-0.018957346
15-Dec-93,0.000119763,-0.002634648,-0.004016064,0.008498584,-0.009661836
16-Dec-93,0.000119368,0.003247878,0.004032258,0.001404494,-0.006097561
17-Dec-93,0.000119763,0.006561057,0.008032129,0.016830295,0.001226994
20-Dec-93,0.000120553,-0.001136412,0.015936255,-0.008275862,0.00245098
21-Dec-93,0.000121344,-0.001180638,0.007843137,0.009735744,0.031784841
22-Dec-93,0.000120553,0.004341285,-0.015564202,0,0.013033175
23-Dec-93,0.000120553,0.000128392,-0.003952569,0.006887052,-0.010526316
27-Dec-93,0.000120949,0.006761094,-0.003968254,0.013679891,-0.005910165
28-Dec-93,0.000120949,0.000850087,0.027888446,-0.002699055,0.003567182
29-Dec-93,0.000118577,-0.000764429,-0.015503876,0,0
30-Dec-93,0.000117787,-0.004122572,-0.003937008,-0.00541272,0
31-Dec-93,0.000118577,-0.004673097,-0.007905138,-0.00952381,-0.003554502
3-Jan-94,0.000119763,-0.002165291,-0.003984064,-0.008241758,-0.01783591
4-Jan-94,0.000121739,0.003115332,0.004,-0.004155125,0.008474576
5-Jan-94,0.000121344,0.001413609,0.019920319,-0.005563282,-0.00240096
6-Jan-94,0.000120553,-0.000919688,0.03125,0.008391608,-0.002406739
7-Jan-94,0.000118972,0.005951362,0.007575758,0.004160888,0.015681544
10-Jan-94,0.000118182,0.011427963,0.003759398,0.005524862,0.041567696
11-Jan-94,0.000117391,-0.002398637,-0.003745318,0.006868132,0.014823261
12-Jan-94,0.000116601,8.44E-05,0,0.004092769,-0.011235955
13-Jan-94,0.000116601,-0.003585212,0,-0.008152174,0.005681818
14-Jan-94,0.000117391,0.005164349,0.003759398,0.015068493,0.005649718
18-Jan-94,0.000116996,-0.001389737,-0.011235955,0.014844804,0.004494382
19-Jan-94,0.000117391,0.00010543,-0.018939394,0.003989362,-0.015659955
20-Jan-94,0.000116206,0.001433692,0.038610039,-0.002649007,-0.005681818
21-Jan-94,0.000116601,-0.000547391,0,-0.005312085,0.005714286
24-Jan-94,0.000116206,-0.005792888,-0.011152416,-0.001335113,-0.022727273
25-Jan-94,0.00011581,-0.002224718,-0.003759398,-0.006684492,-0.006976744
26-Jan-94,0.000115415,0.004841587,-0.011320755,-0.00538358,-0.003512881
27-Jan-94,0.000115415,0.008136095,0,0.01623816,0.028202115
28-Jan-94,0.000116206,0.003458757,0.007633588,-0.002663116,-0.021714286
31-Jan-94,0.000117391,0.006078964,0.003787879,-0.001335113,0.026869159
1-Feb-94,0.000119763,-0.004131974,0,-0.00802139,-0.004550626
2-Feb-94,0.000120949,0.004962262,-0.011320755,0.020215633,0.014857143
3-Feb-94,0.000124111,-0.002676349,0.003816794,0.00660502,0.024774775
4-Feb-94,0.000127668,-0.022674794,-0.038022814,-0.030183727,-0.01978022
7-Feb-94,0.000127273,0.004150614,-0.003952569,0.01623816,0.012331839
8-Feb-94,0.000128458,-0.001505003,-0.027777778,-0.009320905,0.008859358
9-Feb-94,0.000128458,0.003651417,0.012244898,0.009408602,-0.014270033
10-Feb-94,0.000128854,-0.008122343,-0.004032258,-0.015978695,-0.03674833
11-Feb-94,0.000128458,0.002665643,-0.008097166,0.0067659,-0.006936416
14-Feb-94,0.000128458,0.000106342,0.004081633,0.008064516,0.003492433
15-Feb-94,0.000129249,0.004869957,0.008130081,0.008,0.00812065
16-Feb-94,0.000129249,0.000571404,-0.012096774,-0.001322751,-0.019562716
17-Feb-94,0.000129249,-0.005182005,0,0.002649007,-0.005868545
18-Feb-94,0.000129644,-0.005634222,0.016326531,-0.010568032,-0.001180638
22-Feb-94,0.00013004,0.008060895,-0.004016064,0,0
23-Feb-94,0.000133202,-0.001633224,0.016129032,-0.005340454,-0.004728132
24-Feb-94,0.000132806,-0.013660796,-0.011904762,-0.018791946,-0.026128266
25-Feb-94,0.000133202,0.003898677,0.012048193,-0.002735978,-0.017073171
28-Feb-94,0.000132806,0.002295792,0.01984127,0.002743484,0.011166253
1-Mar-94,0.000137945,-0.005779852,0.007782101,0.002735978,0.001226994
2-Mar-94,0.000137154,0.000796658,-0.003861004,0.008185539,0.026960784
3-Mar-94,0.000137549,-0.00387255,-0.023255814,-0.0067659,-0.00477327
4-Mar-94,0.000139526,0.00373642,0,-0.001362398,0.023980815
7-Mar-94,0.00013913,0.004669277,0.003968254,0.008185539,-0.011709602
8-Mar-94,0.000139921,-0.002205993,-0.003952569,-0.0067659,-0.009478673
9-Mar-94,0.000139526,0.002532841,0,0.002724796,0.025119617
10-Mar-94,0.000137945,-0.006765726,0,-0.008152174,-0.005834306
11-Mar-94,0.000137945,0.005475318,0.011904762,0.006849315,0.008215962
14-Mar-94,0.00013913,0.002036704,0.023529412,0,-0.017462165
15-Mar-94,0.000141107,-0.000813026,0.011494253,-0.002721088,-0.018957346
16-Mar-94,0.000139526,0.005160489,0,-0.010914052,0.007246377
17-Mar-94,0.000137154,0.003152827,-0.003787879,-0.006896552,-0.019184652
18-Mar-94,0.000137154,0.000339775,0.003802281,0.013888889,-0.014669927
21-Mar-94,0.000138735,-0.005349637,-0.018939394,-0.004109589,-0.004962779
22-Mar-94,0.000139921,0.000554915,0.019305019,-0.008253095,0.007481297
23-Mar-94,0.000136364,-0.000554608,0.018939394,0.006934813,0.028465347
24-Mar-94,0.000136364,-0.008942673,0.011152416,-0.002754821,-0.031287605
25-Mar-94,0.000137549,-0.008118876,0.003676471,-0.013812155,-0.01863354
28-Mar-94,0.00013834,-0.001259282,-0.014652015,0.012605042,-0.002531646
29-Mar-94,0.000138735,-0.016347826,-0.044609665,-0.012448133,-0.013959391
30-Mar-94,0.000137945,-0.015315594,0.011673152,-0.033613445,-0.016731017
31-Mar-94,0.000137154,0.000493772,0.015384615,0.013043478,0.007853403
4-Apr-94,0.000144269,-0.015366669,-0.003787879,-0.020028612,0
5-Apr-94,0.000144664,0.021347854,0.038022814,0.008759124,0.036363636
6-Apr-94,0.000142292,-0.000535368,0.014652015,-0.013024602,0
7-Apr-94,0.000139526,0.006316259,0.010830325,0.005865103,-0.003759398
8-Apr-94,0.000140316,-0.008383605,-0.032142857,-0.008746356,-0.037735849
11-Apr-94,0.000139921,0.006195482,0,0.010294118,-0.005228758
12-Apr-94,0.000140711,-0.005112588,-0.025830258,0.008733624,-0.009198423
13-Apr-94,0.000140711,-0.002926916,0,-0.002886003,-0.0066313
14-Apr-94,0.000141502,0.000268902,-0.007575758,-0.01447178,0.024032043
15-Apr-94,0.000141897,-0.000448049,0.007633588,-0.007342144,-0.003911343
18-Apr-94,0.00014585,-0.008337442,-0.018939394,-0.019230769,-0.006544503
19-Apr-94,0.000147826,0.000180807,0.057915058,0.006033183,-0.026350461
20-Apr-94,0.000147826,-0.001310616,0.018248175,0,-0.035182679
21-Apr-94,0.000147826,0.015318128,0.021505376,0.008995502,0.022440393
22-Apr-94,0.000147826,-0.002451363,0.003508772,-0.002971768,0
25-Apr-94,0.000148617,0.011348658,0.020979021,0.007451565,0.041152263
26-Apr-94,0.00015336,-0.001855492,0.01369863,-0.00739645,0.007905138
28-Apr-94,0.00015336,-0.006130082,-0.030405405,0.005961252,-0.006535948
29-Apr-94,0.000152569,0.004030283,0.003484321,-0.013333333,0.014473684
2-May-94,0.000154545,0.004679426,0.03125,0.006006006,0.044098573
3-May-94,0.000159684,2.21E-05,-0.02020202,0.004477612,0.001242236
4-May-94,0.000159684,-0.002891641,0.017182131,0.016344725,-0.016129032
5-May-94,0.000158893,-0.000752679,-0.006756757,-0.001461988,-0.016393443
6-May-94,0.000164427,-0.007886925,-0.020408163,-0.011713031,-0.017948718
9-May-94,0.000167589,-0.01228172,-0.003472222,-0.017777778,-0.001305483
10-May-94,0.000167589,0.008342377,0.020905923,0.001508296,0.023529412
11-May-94,0.000166798,-0.010134302,-0.006825939,-0.018072289,-0.022988506
12-May-94,0.000162846,0.005119029,0.010309278,0.004601227,-0.002614379
13-May-94,0.000162451,0.000878873,0.023809524,0.016793893,0.003931848
16-May-94,0.000164032,0.00078804,-0.016611296,-0.006006006,-0.003916449
17-May-94,0.000165613,0.010978875,-0.003378378,0.006042296,0.028833552
18-May-94,0.000165613,0.009613459,0.023728814,0.004504505,-0.008917197
19-May-94,0.000163241,0.006149573,0.013245033,0.007473842,0.003856041
20-May-94,0.000163636,-0.003417455,-0.006535948,-0.011869436,0.011523688
23-May-94,0.000164427,-0.003780885,0.036184211,-0.013513514,-0.008860759
24-May-94,0.000166403,0.003552515,0.012698413,0.01065449,-0.012771392
25-May-94,0.000165217,0.003364042,0.02507837,0,0
26-May-94,0.000164032,0.001577771,-0.009174312,0.021084337,-0.012936611
27-May-94,0.000164822,0.000590732,0.00617284,0.010324484,0.003931848
31-May-94,0.000164822,-0.001814882,0.027607362,0.01459854,-0.003916449
1-Jun-94,0.000165217,0.002475356,-0.014925373,0.008633094,0.01310616
2-Jun-94,0.000163241,4.37E-05,-0.012121212,-0.002853067,-0.020698577
3-Jun-94,0.000162451,0.005418988,0.009202454,-0.012875536,-0.00660502
6-Jun-94,0.00016166,-0.002716624,0.03343465,-0.013043478,-0.018617021
7-Jun-94,0.000163241,-0.001460077,-0.017647059,0,0.002710027
8-Jun-94,0.000162451,-0.002509766,-0.02994012,-0.01174743,-0.006756757
9-Jun-94,0.000162451,0.001750317,0.00617284,0.004457652,0.010884354
10-Jun-94,0.000162451,0.0017691,0.003067485,-0.013313609,0.01615074
13-Jun-94,0.000162451,0.000937493,0.006116208,0.010494753,0.030463576
14-Jun-94,0.000162055,0.007122631,0.015197568,-0.004451039,0.038560411
15-Jun-94,0.000162846,-0.003806475,0.011976048,-0.010432191,-0.008663366
16-Jun-94,0.000162451,0.002865765,-0.01183432,0.010542169,0
17-Jun-94,0.000162451,-0.007533609,-0.011976048,-0.005961252,-0.012484395
20-Jun-94,0.000162451,-0.006478351,0.009090909,-0.007496252,-0.013906448
21-Jun-94,0.000165217,-0.009089312,-0.015015015,-0.025679758,-0.012820513
22-Jun-94,0.000165217,0.003877343,-0.021341463,-0.009302326,0
23-Jun-94,0.000164032,-0.007636452,-0.028037383,0.010954617,-0.015584416
